Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
02.Oct 2018|16.034|13.182|5.606|17.431|22.714|3.253|3.459|25.790|28.966|2.852|3.471|7.974|1.485|6.126|30.638|19.884|19.619|1.998|1.190|5.395|2.732|14.719|41.147|6.010|5.526|34.181|2.484|16.258|69.027|3.720|22.343|31.185|1.553
03.Oct 2018|15.962|13.179|5.760|17.395|22.588|3.251|3.457|25.780|29.011|2.849|3.470|7.985|1.481|6.137|30.444|19.694|19.610|1.994|1.189|5.395|2.729|14.634|41.141|6.001|5.526|34.032|2.484|16.227|68.959|3.681|22.329|31.072|1.553
04.Oct 2018|15.882|13.181|5.713|17.420|22.595|3.264|3.457|25.780|29.102|2.861|3.472|7.946|1.478|6.158|30.464|19.694|19.636|1.986|1.176|5.405|2.724|14.562|41.257|5.985|5.518|33.635|2.478|16.246|68.672|3.656|22.415|31.230|1.527
05.Oct 2018|15.821|13.159|5.823|17.320|22.517|3.257|3.451|25.740|29.198|2.856|3.468|7.930|1.474|6.161|30.327|19.634|19.646|1.983|1.177|5.395|2.706|14.475|41.218|5.980|5.511|33.569|2.464|16.199|68.191|3.627|22.372|31.104|1.516
08.Oct 2018|15.848|13.160|5.969|17.256|22.584|3.238|3.450|25.735|29.241|2.864|3.467|7.919|1.474|6.187|30.279|19.555|19.782|1.973|1.189|5.398|2.707|14.466|41.482|5.974|5.514|33.537|2.463|16.196|68.056|3.658|22.426|31.199|1.509
09.Oct 2018|15.924|13.193|5.987|17.358|22.674|3.259|3.460|25.805|29.430|2.880|3.478|7.933|1.482|6.200|30.328|19.549|19.933|1.983|1.188|5.427|2.719|14.508|41.597|5.980|5.529|33.792|2.471|16.270|68.210|3.679|22.564|31.390|1.502
10.Oct 2018|15.925|13.194|6.014|17.310|22.610|3.242|3.459|25.805|29.508|2.863|3.482|7.939|1.476|6.187|30.231|19.315|19.815|1.973|1.176|5.403|2.731|14.504|41.418|5.988|5.533|33.877|2.462|16.226|68.190|3.693|22.440|31.178|1.534
11.Oct 2018|15.845|13.217|5.978|17.116|22.616|3.233|3.465|25.850|29.546|2.850|3.485|7.955|1.466|6.143|30.143|19.234|19.886|1.957|1.169|5.370|2.719|14.483|41.337|5.988|5.539|33.602|2.483|16.187|68.197|3.723|22.335|31.099|1.530
12.Oct 2018|15.873|13.178|5.887|17.121|22.471|3.221|3.455|25.775|29.408|2.842|3.478|7.951|1.465|6.137|30.271|19.178|19.827|1.969|1.180|5.360|2.722|14.506|41.185|6.003|5.529|33.782|2.488|16.178|68.038|3.789|22.269|31.098|1.543
15.Oct 2018|15.897|13.191|5.933|17.103|22.577|3.220|3.458|25.800|29.305|2.842|3.480|7.976|1.465|6.142|30.183|19.168|19.918|1.973|1.183|5.360|2.727|14.558|41.180|6.009|5.529|33.982|2.483|16.178|68.167|3.860|22.277|31.127|1.544
16.Oct 2018|15.893|13.200|6.004|17.200|22.558|3.225|3.460|25.815|29.471|2.843|3.481|8.016|1.466|6.114|30.332|19.010|19.873|1.983|1.186|5.365|2.740|14.663|41.392|6.018|5.532|34.051|2.502|16.214|68.416|3.849|22.283|31.148|1.564
17.Oct 2018|15.965|13.214|5.999|17.282|22.571|3.236|3.464|25.845|29.389|2.860|3.485|8.012|1.479|6.143|30.447|18.837|19.973|1.989|1.189|5.401|2.741|14.718|41.566|6.019|5.539|34.163|2.506|16.291|68.874|3.929|22.418|31.324|1.571
18.Oct 2018|16.042|13.221|6.096|17.230|22.581|3.239|3.466|25.860|29.438|2.867|3.485|8.020|1.479|6.153|30.572|18.904|19.999|1.979|1.186|5.407|2.733|14.758|41.615|6.016|5.540|34.256|2.502|16.302|68.945|4.034|22.476|31.350|1.576
19.Oct 2018|16.102|13.225|6.105|17.307|22.647|3.255|3.467|25.865|29.387|2.877|3.483|8.003|1.485|6.166|30.748|19.230|20.045|1.996|1.181|5.424|2.737|14.886|41.989|6.013|5.543|34.373|2.503|16.371|69.263|4.016|22.552|31.418|1.572
22.Oct 2018|15.968|13.213|6.069|17.173|22.558|3.239|3.464|25.840|29.218|2.868|3.477|7.997|1.481|6.148|30.565|19.112|19.935|1.987|1.165|5.404|2.729|14.774|41.785|6.023|5.537|34.440|2.501|16.299|68.606|3.971|22.483|31.258|1.573
23.Oct 2018|15.892|13.199|6.088|17.156|22.597|3.243|3.460|25.815|29.302|2.869|3.476|7.997|1.481|6.134|30.569|18.940|20.049|1.977|1.160|5.402|2.716|14.738|41.827|6.009|5.531|34.405|2.492|16.315|68.468|3.898|22.490|31.288|1.567
24.Oct 2018|16.076|13.205|6.121|17.334|22.713|3.267|3.462|25.830|29.278|2.893|3.477|7.991|1.493|6.162|31.007|18.813|20.126|2.001|1.173|5.445|2.722|14.842|42.202|6.000|5.544|34.738|2.493|16.430|68.930|3.975|22.685|31.533|1.581
25.Oct 2018|16.048|13.205|6.096|17.344|22.645|3.259|3.462|25.830|29.178|2.886|3.476|7.973|1.490|6.141|30.878|18.840|20.137|1.992|1.161|5.427|2.722|14.783|42.153|5.994|5.537|34.499|2.485|16.406|68.759|4.008|22.627|31.382|1.562
26.Oct 2018|16.022|13.224|6.140|17.340|22.752|3.283|3.466|25.860|29.166|2.908|3.479|7.972|1.498|6.154|31.033|18.862|20.343|1.992|1.166|5.460|2.717|14.750|42.481|5.989|5.549|34.617|2.486|16.468|68.853|4.054|22.797|31.612|1.548
29.Oct 2018|16.097|13.218|6.269|17.333|22.707|3.265|3.464|25.850|29.115|2.896|3.478|7.969|1.492|6.131|30.939|18.800|20.208|1.993|1.156|5.434|2.717|14.856|42.307|5.986|5.542|34.627|2.487|16.428|68.399|4.097|22.715|31.431|1.569
30.Oct 2018|16.117|13.225|6.122|17.315|22.720|3.267|3.467|25.870|29.020|2.899|3.481|7.961|1.494|6.137|30.902|18.787|20.168|1.996|1.137|5.440|2.711|14.913|42.509|5.974|5.543|34.635|2.482|16.437|68.300|4.134|22.750|31.520|1.556
31.Oct 2018|16.230|13.253|6.180|17.444|22.739|3.284|3.474|25.920|29.169|2.919|3.486|7.972|1.506|6.154|30.956|18.824|20.226|2.007|1.132|5.473|2.713|14.964|42.865|5.973|5.557|34.827|2.492|16.513|69.064|4.171|22.902|31.654|1.544
01.Nov 2018|16.319|13.229|6.151|17.363|22.638|3.274|3.468|25.875|29.345|2.898|3.480|8.012|1.501|6.125|30.920|18.764|20.135|2.013|1.125|5.434|2.719|15.054|42.671|5.981|5.547|34.576|2.508|16.481|68.951|4.094|22.712|31.391|1.559
02.Nov 2018|16.273|13.183|6.109|17.238|22.571|3.277|3.456|25.780|29.341|2.884|3.465|8.016|1.510|6.115|31.172|18.668|20.002|2.020|1.129|5.425|2.710|15.026|42.478|5.967|5.531|34.241|2.500|16.434|68.678|4.123|22.581|31.301|1.575
05.Nov 2018|16.354|13.213|6.116|17.359|22.599|3.281|3.465|25.845|29.519|2.902|3.474|8.016|1.518|6.141|31.103|18.742|20.064|2.021|1.131|5.444|2.713|15.127|42.706|5.993|5.545|34.263|2.503|16.512|68.953|4.182|22.730|31.611|1.583
06.Nov 2018|16.361|13.209|6.033|17.226|22.544|3.270|3.463|25.835|29.588|2.886|3.474|8.022|1.527|6.130|30.984|18.735|19.978|2.017|1.134|5.414|2.707|15.105|42.714|5.996|5.539|34.307|2.497|16.463|68.627|4.219|22.606|31.332|1.591
07.Nov 2018|16.431|13.232|6.011|17.233|22.612|3.260|3.469|25.880|29.609|2.878|3.482|8.044|1.545|6.136|31.056|18.740|19.904|2.012|1.144|5.409|2.715|15.265|42.729|6.027|5.551|34.155|2.505|16.454|68.712|4.218|22.531|31.277|1.615
08.Nov 2018|16.520|13.236|6.075|17.287|22.592|3.268|3.470|25.885|29.695|2.894|3.484|8.054|1.558|6.169|31.287|18.717|19.925|2.029|1.141|5.440|2.722|15.372|42.912|6.032|5.554|34.140|2.524|16.523|68.814|4.178|22.653|31.540|1.622
09.Nov 2018|16.559|13.259|6.098|17.325|22.721|3.290|3.477|25.935|29.791|2.919|3.490|8.072|1.557|6.218|31.525|18.726|20.061|2.028|1.128|5.469|2.718|15.425|43.039|6.048|5.569|33.932|2.526|16.595|69.243|4.165|22.857|31.726|1.602
12.Nov 2018|16.605|13.263|6.146|17.440|22.815|3.307|3.477|25.940|29.619|2.940|3.493|8.063|1.554|6.263|31.577|18.729|20.235|2.027|1.136|5.499|2.720|15.537|43.258|6.037|5.570|34.055|2.526|16.673|69.553|4.235|23.029|31.887|1.603
13.Nov 2018|16.597|13.261|6.106|17.421|22.818|3.311|3.477|25.940|29.855|2.942|3.494|8.036|1.555|6.236|31.692|18.608|20.212|2.031|1.127|5.492|2.714|15.547|43.310|6.034|5.565|34.040|2.536|16.670|69.768|4.193|23.032|31.767|1.596
14.Nov 2018|16.602|13.290|6.061|17.403|22.812|3.310|3.483|25.995|29.861|2.938|3.502|8.055|1.556|6.229|31.825|18.541|20.205|2.033|1.126|5.484|2.708|15.612|43.341|6.058|5.578|34.043|2.531|16.674|69.799|4.211|23.013|31.744|1.604
